Date,Agency,Category,Title,Link
2. March 2026,Egyptian Drug Authority,Guidance,FAQ on Stability Studies for Veterinary Products,https://www.linkedin.com/feed/update/urn:li:activity:7431946293570187264/
2. March 2026,European Data Protection Board,Joint Statement,"AI-Generated Imagery and the Protection of Privacy On 23 February 2026, 61 global privacy regulators issued a coordinated warning on risks from AI image and video generation systems.",https://www.linkedin.com/feed/update/urn:li:activity:7431943804095619072/
2. March 2026,European Medicines Agency,Guidance,"Overview of comments received ICH M4Q(R2) Guideline (Quality CTD) Consolidated stakeholder comments from industry associations, companies, and technical groups",https://www.linkedin.com/feed/update/urn:li:activity:7431603489333714944/
2. March 2026,European Medicines Agency,Guidance,European Medicines Agency Question and Answer on SPC Section 4.2 - Pharmacodynamic Properties (Veterinary Products),https://www.linkedin.com/feed/update/urn:li:activity:7431605691389472768/
2. March 2026,European Medicines Agency,Guidance,Draft Guideline on Quality Aspects of mRNA Vaccines for Veterinary Use,https://www.linkedin.com/feed/update/urn:li:activity:7431607713819897856/
2. March 2026,European Medicines Agency,Guidance,ICH Q2(R2) Validation of Analytical Procedures (Step 5) Scope & Objective,https://www.linkedin.com/feed/update/urn:li:activity:7431590127329726464/
2. March 2026,Health Products Regulatory Authority (HPRA),Guidance,Guide to Quality System for General Sale Wholesale DistributorsDocument Title (identified):,https://www.linkedin.com/feed/update/urn:li:activity:7432344755797286914/
2. March 2026,Korean Ministry of Health and Welfare (MOHW),Call for Applications,Korean Ministry of Health and Welfare (MOHW) Expanding AI Drug Discovery Talent for the Era of AI and Robotic Labs Program Launch (2026 Call for Applications),https://www.linkedin.com/feed/update/urn:li:activity:7432332426376474624/
2. March 2026,Medical Device Authority Malaysia,Guidance,MDA/GD/0026 Requirements for Labelling of Medical Devices (7th Edition),https://www.linkedin.com/feed/update/urn:li:activity:7432342051058266112/
2. March 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical trials for medicines: apply for authorisation in the UK,https://www.linkedin.com/feed/update/urn:li:activity:7430503953655607297/
2. March 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Get integrated scientific advice from the MHRA and NICE,https://www.linkedin.com/feed/update/urn:li:activity:7431594574407626752/
2. March 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Regulating medical devices in the UK,https://www.linkedin.com/feed/update/urn:li:activity:7431596848416542720/
2. March 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Register medical devices to place on the market,https://www.linkedin.com/feed/update/urn:li:activity:7431599470565502976/
2. March 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Regulation of medical devices in Northern Ireland,https://www.linkedin.com/feed/update/urn:li:activity:7431601439908732928/
2. March 2026,Ministry of Health New Zealand,Guidance,Policy Statement - Declaring excipient(s) with known effect in data sheets,https://www.linkedin.com/feed/update/urn:li:activity:7431585612966785024/
2. March 2026,Ministry of Health New Zealand,Guidance,Verification Pathway for New Medicine Applications - Draft for Consultation (February 2026),https://www.linkedin.com/feed/update/urn:li:activity:7431587846739705856/
2. March 2026,"Department of Health, HKSAR Government",Guidance, Medical Device Listing Application - Useful Information Regulatory Framework,https://www.linkedin.com/feed/update/urn:li:activity:7432339942820700160/
2. March 2026,NMPA-National Medical Products Administration,Report,NMPA-National Medical Products Administration China Medical Device Standards Management Annual Report (2025) 14th Five-Year Plan Completed & Exceeded:,https://www.linkedin.com/feed/update/urn:li:activity:7432328825151279105/
2. March 2026,NMPA-National Medical Products Administration,Report,"NMPA-National Medical Products Administration 2025 Medical Device Registration Work Report Total Applications Accepted (2025): 14,647 (+5.9% YoY)",https://www.linkedin.com/feed/update/urn:li:activity:7432329320817217536/
2. March 2026,Swissmedic,Forms,Swissmedic Forms for March 2026,
2. March 2026,Swissmedic,Guidance,Performance Studies of IVD,https://www.linkedin.com/feed/update/urn:li:activity:7430501332953956352/
2. March 2026,Swissmedic,Guidance,swissdamed Machine-to-Machine REST API Documentation,https://www.linkedin.com/feed/update/urn:li:activity:7431580451112280064/
