Date,Agency,Category,Title,Link
20. April 2026,ANVISA,Guidance,"ANVISA Redefines Petition Codes for Package Inserts, Labeling, & Names of Biological & Radiopharmaceutical Products",https://www.linkedin.com/feed/update/urn:li:activity:7450779870604832768/
20. April 2026,ANVISA,Announcement,ANVISA Prepares New Rule for Handling Slimming Pens,https://www.linkedin.com/feed/update/urn:li:activity:7450059077159727104/
20. April 2026,Egyptian Drug Authority (EDA),Announcement,Streamlining registration procedures for local factories holding international quality certificates :,https://www.linkedin.com/feed/update/urn:li:activity:7450530188670455808/
20. April 2026,Egyptian Drug Authority,Article,"Regulatory guide for renewal of technical operating licences for pharmaceutical and medical device factories Introduction of fixed licence validity (7 years) and formalised renewal procedure, now open for public consultation",https://www.linkedin.com/feed/update/urn:li:activity:7449667761347301376/
20. April 2026,European Commission,Report,"Pilot Programme for Breakthrough Medical Devices & IVDs (European Commission / EMA, Apr 2026)",https://www.linkedin.com/feed/update/urn:li:activity:7450456067630727168/
20. April 2026,European Data Protection Board,Guidance,"EDPB Guidelines 1/2026 on Processing of Personal Data for Scientific Research Purposes EDPB clarifies GDPR application to research, including broad consent, purpose compatibility, and safeguards.",https://www.linkedin.com/feed/update/urn:li:activity:7450783559214219264/
20. April 2026,European Data Protection Board,Template,EDPB Adopts DPIA Template,https://www.linkedin.com/feed/update/urn:li:activity:7450056540532666368/
20. April 2026,"European Directorate for the Quality of Medicines & HealthCare (EDQM), Council of Europe",Guidance,Guidelines on Best Practices for the Traceability of Medicines in Hospital Settings,https://www.linkedin.com/feed/update/urn:li:activity:7450786034558095360/
20. April 2026,European Medicines Agency,Guidance,"XEVPRM User Guidance (Chapter 3.II) Electronic Submission of Medicinal Product Information Updated XEVMPDweb interface, revised data field requirements, and introduced pack size granularity deadlines aligned with IDMP",https://www.linkedin.com/feed/update/urn:li:activity:7450802120750108672/
20. April 2026,European Medicines Agency,Guidance,Procedural Advice for Orphan Medicinal Product Designation Mandatory IRIS portal use enforced and updated fee framework (EU) 2024/568 with waivers and administrative charges clarified.,https://www.linkedin.com/feed/update/urn:li:activity:7450802629376503808/
