Date,Agency,Category,Title,Link
9. February 2026,Central Drugs Standard Control Organization,Guidance,Central Drugs Standard Control Organization Draft Guidance for Import of In-Vitro Diagnostic Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7424699184278065152/
9. February 2026,Egyptian Drug Authority,Guidance,Egyptian Drug Authority Role of Oncology Pharmacist in Personalized Medication Management Establishes the formal role of oncology pharmacists in precision (personalized) medicine delivery,https://www.linkedin.com/feed/update/urn:li:activity:7424697091588968448/
9. February 2026,Medical Device Authority,Announcement,"Medical Device Authority Implementation of Electronic Certificates for Certificate of Free Sale, Manufacturing Certificate, and Export Certificate",https://www.linkedin.com/feed/update/urn:li:activity:7424700979058737152/
9. February 2026,European Medicines Agency (EMA),Guidance,European Medicines Agency List of CECP opinions issued for medical devices awaiting finalisation of conformity assessment This aims to increase transparency on Expert Panel CECP opinions issued for medical devices under EU conformity assessment,https://www.linkedin.com/feed/update/urn:li:activity:7424777725472706560/
9. February 2026,European Medicines Agency,Guidance,European Medicines Agency Registration Guide for UI and API Users Union Product Database (UPD),https://www.linkedin.com/feed/update/urn:li:activity:7424323402171064320/
9. February 2026,European Medicines Agency,Meeting,Meeting highlights from the Committee for Medicinal Products for Human Use (CHMP) 26-29 January 2026,https://www.linkedin.com/feed/update/urn:li:activity:7423972773082861568/
9. February 2026,European Commission,Standards,European Commission Implementing Decision (EU) 2026/193 of 28 January 2026,https://www.linkedin.com/feed/update/urn:li:activity:7424343601226108928/
9. February 2026,European Commission,Standards,European Commission Implementing Decision (EU) 2026/197 of 28 January 2026,https://www.linkedin.com/feed/update/urn:li:activity:7424345959154991105/
9. February 2026,Health Canada,Guidance,Regulatory enrolment process (REP) Describes Health Canadas Regulatory Enrolment Process (REP) for filing and processing regulatory information,https://www.linkedin.com/feed/update/urn:li:activity:7422911205465382913/
9. February 2026,"Department of Health, HKSAR Government",Guidance,TR-007:2026(E) - Software Medical Devices and Cybersecurity under MDACS,https://www.linkedin.com/feed/update/urn:li:activity:7425057511973650432/
9. February 2026,"Department of Health, HKSAR Government",Guidance,TR-008:2026(E) - Artificial Intelligence Medical Devices (AI-MD),https://www.linkedin.com/feed/update/urn:li:activity:7425059648552017920/
9. February 2026,ISO (International Organization for Standardization),Standards,ISO Update January 1. to February 1. 2026,https://www.linkedin.com/feed/update/urn:li:activity:7424825847058169857/
9. February 2026,Medical Device Single Audit Program MDSAP,Guidance,MDSAP Audit Approach (AU P0002.10),https://www.linkedin.com/feed/update/urn:li:activity:7424330858477559808/
