Date,Agency,Category,Title,Link
3. August 2026,ANVISA,Guidance,Ministry of Health Updates Hemotherapy Procedures and Anvisa Guides Transition Period,https://www.linkedin.com/feed/update/urn:li:activity:7484819381278097408?
3. August 2026,Central Drugs Standard Control Organization,Guidance,Medical Device Software under MDR-2017,https://www.linkedin.com/feed/update/urn:li:activity:7485585829671727104?
3. August 2026,Department of Health and Social Care,Guidance,SaBTO Reports and Guidance Documents,https://www.linkedin.com/feed/update/urn:li:activity:7484819404854235136?
3. August 2026,European Commission,Study,Study Supporting the Monitoring of Availability of Medical Devices on the EU Market,https://www.linkedin.com/feed/update/urn:li:activity:7484819395781943296?
3. August 2026,European Commission,Guidance,Advice Provided by the IVD Expert Panel/Influenza Sub-group,https://www.linkedin.com/feed/update/urn:li:activity:7485196902704062466?
3. August 2026,European Commission,Guidance,Member States Summaries of the Annual Reports    ,https://www.linkedin.com/feed/update/urn:li:activity:7485574161440948225?
3. August 2026,European Commission,Guidance,MDCG 2026-5: UDI Assignment between Manufacturers and Distributors,https://www.linkedin.com/feed/update/urn:li:activity:7486003885245972480/
3. August 2026,European Union Agency for Cybersecurity (ENISA),Guidance,Procurement Guidelines for the Cybersecurity of Hospitals and Healthcare Providers,https://www.linkedin.com/feed/update/urn:li:activity:7486005913393401856/
3. August 2026,European Medicines Agency,Guidance,EMA Publishes Updated Terms of Reference for International Regulatory Collaboration Clusters,https://www.linkedin.com/feed/update/urn:li:activity:7484834536586055680?
3. August 2026,European Medicines Agency ,CECP,Expert Decision and Opinion in the Context of the Clinical Evaluation Consultation Procedure (CECP): Dual Chamber Leadless Pacemaker,https://www.linkedin.com/feed/update/urn:li:activity:7484834541170302976/
3. August 2026,European Medicines Agency,Concept Paper,Concept paper on the revision of the guideline on pharmaceutical fixed combination products,https://www.linkedin.com/feed/update/urn:li:activity:7486355111280164864/
3. August 2026,European Medicines Agency,Concept Paper,Concept paper on revision of: Guideline on similar biological medicinal products,https://www.linkedin.com/feed/update/urn:li:activity:7486356605022793728/
3. August 2026,European Medicines Agency,Guidance,Guideline on data requirements to support in-use stability claims for veterinary vaccines,https://www.linkedin.com/feed/update/urn:li:activity:7486358351304491010/
3. August 2026,Health Canada,Notice,Improving Access to Drugs,https://www.linkedin.com/feed/update/urn:li:activity:7484910045479112704/
3. August 2026,Health Canada,Consultation,Consultation on a Proposed Pilot Approach to Prioritize Certain Generic Drug Submissions Involving Domestic Manufacturing Within the Review Queue,https://www.linkedin.com/feed/update/urn:li:activity:7484819381630390272?
3. August 2026,Health Products Regulatory Authority (HPRA),Guidance,Labelling of Cosmetic Fragrance Allergens,https://www.linkedin.com/feed/update/urn:li:activity:7485587957379235841?
3. August 2026,ISO - International Organization for Standardization,Standards,Update June 1 to July 1 2026,https://www.linkedin.com/feed/update/urn:li:activity:7485176956263596032?
3. August 2026,Medical Device Authority,Announcement,Transition to Fully Online Product Classification Application Process,https://www.linkedin.com/feed/update/urn:li:activity:7485200652340637697?
3. August 2026,Medicines and Healthcare products Regulatory Agency,Report,Patient Safety Commissioner Annual Report 2025  ,https://www.linkedin.com/feed/update/urn:li:activity:7484819399724544000?
3. August 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Custom-made Devices in Great Britain,https://www.linkedin.com/feed/update/urn:li:activity:7485196899893989376?
