Date,Agency,Category,Title,Link
26. February 2026,International Medical Device Regulators Forum,Guidance,Considerations for the Selection of IMDRF Adverse Event Terminology,https://www.linkedin.com/feed/update/urn:li:activity:7432668031429799936/
26. February 2026,International Medical Device Regulators Forum,Guidance,Playbook for Medical Device Regulatory Reliance Programs,https://www.linkedin.com/feed/update/urn:li:activity:7432670488083992576/
26. February 2026,European Medicines Agency,Guidance,EudraVigilance Support Guide - Guidance document on the query support options offered by the EMA on EudraVigilance- and Pharmacovigilance-related queries,https://www.linkedin.com/feed/update/urn:li:activity:7432672760499220480/
26. February 2026,ANMPS Tunisia,Guidance,Post-Marketing Monitoring,https://www.linkedin.com/feed/update/urn:li:activity:7432674989255966720/
26. February 2026,European Medicines Agency,Guidance,Electronic reporting to EudraVigilance List of reference documents A consolidated reference index for EudraVigilance electronic reporting.,https://www.linkedin.com/feed/update/urn:li:activity:7432676443253391360/
26. February 2026,European Medicines Agency,Guidance,EudraVigilance EVWEB User Manual (1.11) Official EMA operational manual for the EVWEB web-based reporting tool.,https://www.linkedin.com/feed/update/urn:li:activity:7432680358564753408/
26. February 2026,European Medicines Agency,Guidance,ICH Q14 Guideline on Analytical Procedure Development Step 5 (Revision 1),https://www.linkedin.com/feed/update/urn:li:activity:7432683113727549440/
26. February 2026,USA Food & Drug Administration FDA,Report,Division of Applied Regulatory Science (DARS) - 2025 Annual Report,https://www.linkedin.com/feed/update/urn:li:activity:7432686056556093440/
26. February 2026,Jordan Wilkerson,Post,Weve reached the era of the Ouroboros Problem for AI.,https://www.linkedin.com/feed/update/urn:li:activity:7432504838275354625/
26. February 2026,BARBARA PIROLA,Post,"!!AI Agents in 2026: The ""Wild West"" Era is Over!!",https://www.linkedin.com/feed/update/urn:li:activity:7432472428624171009/
26. February 2026,BARBARA PIROLA,Report,ICH E2B(R3) Clinical Safety Data Management: Data Elements for,https://www.linkedin.com/feed/update/urn:li:activity:7432648488691183616/
26. February 2026,Mitali Metha,Post,Four years of pharmacy education.,https://www.linkedin.com/feed/update/urn:li:activity:7432714108719788032/
26. February 2026,Dr. Paul R. Palmer,Post,Training vs Budget: The Quiet Tension in Every Pharma Company,https://www.linkedin.com/feed/update/urn:li:activity:7432719973262979073/
26. February 2026,Gretchen Lubbe,Post,Is your Lean program paying for itself?,https://www.linkedin.com/feed/update/urn:li:activity:7432723806529449984/
26. February 2026,Brian Newbery,Post,"So now here we are, close to one month since the QMSR effective date of February 2nd, 2026, and many medical device companies still need to complete their QMS transition to the FDA QMSR.",https://www.linkedin.com/feed/update/urn:li:activity:7432728803673767936/
26. February 2026,Martin King,Newsletter,Audience Engagement: How to Grow Your Presence,https://www.linkedin.com/feed/update/urn:li:activity:7432751640845398018/
26. February 2026,Rabiea Assoc. Professor,Flipbook,How to Submit a Marketing Authorisation Application in Europe (The Complete EU MAA Guide You Dont Want to Miss),https://www.linkedin.com/feed/update/urn:li:activity:7432760038844162048/
26. February 2026,Joby Semmler,Post,Strengthen your rare diseases submission. Learn how validating variant phenotype links supports approval.,https://www.linkedin.com/feed/update/urn:li:activity:7432770401195405312/
26. February 2026,Suresh Babu Subba Raju,Consultation,Looking Back at my book 'The Synchronisation Shift' A Frank Reflection From the Authors Side of the Table,https://www.linkedin.com/feed/update/urn:li:activity:7432772383062740992/
26. February 2026,Suresh Babu Subba Raju,Post,MedTech Is No Longer Static.,https://www.linkedin.com/feed/update/urn:li:activity:7432647197898436608/
26. February 2026,Dharani Balan,Post,HACCP Training Worldwide: https://lnkd.in/gZMDGkWG What is a Critical Limit in HACCP?,https://www.linkedin.com/feed/update/urn:li:activity:7432773408423317504/
26. February 2026,Bhaskar Napte,Flipbook,"Setting Impurity Limits ICH Q3A/Q3B, CTD Documentation & Justification Impurity control is one of the most scrutinised areas in any regulatory submission.",https://www.linkedin.com/feed/update/urn:li:activity:7432783252941066240/
26. February 2026,Hadi Danawi,Report,"Happy Thursday-February 26, 2026. You can follow MENASA Group on Linkedin: for the latest daily Pharma/clinical trials news updates.",https://www.linkedin.com/feed/update/urn:li:activity:7432802296406659073/
25. February 2026,Health Products Regulatory Authority (HPRA),Guidance,Guide to Quality System for General Sale Wholesale DistributorsDocument Title (identified):,https://www.linkedin.com/feed/update/urn:li:activity:7432344755797286914/
25. February 2026,Medical Device Authority Malaysia,Guidance,MDA/GD/0026 Requirements for Labelling of Medical Devices (7th Edition),https://www.linkedin.com/feed/update/urn:li:activity:7432342051058266112/
25. February 2026,"Department of Health, HKSAR Government",Guidance, Medical Device Listing Application - Useful Information Regulatory Framework,https://www.linkedin.com/feed/update/urn:li:activity:7432339942820700160/
25. February 2026,Swissmedic,Report,Authorisations of Human Medicinal Products with a New Active Substance and Additional Indications Annual Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7432347457730011136/
25. February 2026,NMPA-National Medical Products Administration,Report,NMPA-National Medical Products Administration China Medical Device Standards Management Annual Report (2025) 14th Five-Year Plan Completed & Exceeded:,https://www.linkedin.com/feed/update/urn:li:activity:7432328825151279105/
25. February 2026,NMPA-National Medical Products Administration,Report,"NMPA-National Medical Products Administration 2025 Medical Device Registration Work Report Total Applications Accepted (2025): 14,647 (+5.9% YoY)",https://www.linkedin.com/feed/update/urn:li:activity:7432329320817217536/
25. February 2026,Korean Ministry of Health and Welfare (MOHW),Call for Applications,Korean Ministry of Health and Welfare (MOHW) Expanding AI Drug Discovery Talent for the Era of AI and Robotic Labs Program Launch (2026 Call for Applications),https://www.linkedin.com/feed/update/urn:li:activity:7432332426376474624/
25. February 2026,BARBARA PIROLA,Post,MHRA Launches Pilot Fee Waiver Programme for Micro & Small MedTech Enterprises,https://www.linkedin.com/feed/update/urn:li:activity:7432289534756896768/
25. February 2026,Raechelle Salgatar,Post,"Sharing this with the QP & QA community especially for those preparing for inspections, scaling teams, or replacing senior Quality leaders.",https://www.linkedin.com/feed/update/urn:li:activity:7432345781095014400/
25. February 2026,Nguyen Trung Hieu,Post,"We are a rare MAH service provider based in Vietnam, and were looking to collaborate with partners worldwide.",https://www.linkedin.com/feed/update/urn:li:activity:7432079713134759937/
25. February 2026,Christine Lee,Post,Tracking the right non-conformance metrics is key to improving processes and staying compliant.,https://www.linkedin.com/feed/update/urn:li:activity:7432082414941757440/
25. February 2026,Christine Lee,Post,Selecting the wrong QMS Solutions can lead to compliance risks,https://www.linkedin.com/feed/update/urn:li:activity:7432441600883998720/
25. February 2026,Maurice Rouillard,Flipbook,"Critical to Quality (CtQ) Factors and Quality by Design (QbD): Application to the Pharmaceutical vs. Medical Device Industry The modern regulatory landscape emphasizes proactive, science-based quality management throughout product development.",https://www.linkedin.com/feed/update/urn:li:activity:7432082629778108418/
25. February 2026,Maurice Rouillard,Post,Comparative Regulatory Status of Hyaluronic Acid in Europe and the USA,https://www.linkedin.com/feed/update/urn:li:activity:7432425106070470656/
25. February 2026,Alvin Xu Jia,Poll,"A common gap I've seen in PMS programs: Teams collect complaints, adverse events, and field data but there's no documented periodic analysis of that data.",https://www.linkedin.com/feed/update/urn:li:activity:7432097937914212352/
25. February 2026,Mitali Metha,Post,The CTD is a container.,https://www.linkedin.com/feed/update/urn:li:activity:7432345571098554368/
25. February 2026,Mitali Metha,Post,The Heatmap of Suffering Money leaves trails.,https://www.linkedin.com/feed/update/urn:li:activity:7432360916479840256/
25. February 2026,Brian Newbery,Post,QMSR Transition and additional requirements under ISO 13485. There is an additional requirement under monitoring & measurement for software validation.,https://www.linkedin.com/feed/update/urn:li:activity:7432367658362216449/
25. February 2026,Suresh Babu Subba Raju,Post,THE HIDDEN TAX MEDTECH PAYS FOR WORKING IN SILOS One way I have started to think about misalignment in MedTech is as alignment debt.,https://www.linkedin.com/feed/update/urn:li:activity:7432391007117152256/
25. February 2026,Suresh Babu Subba Raju,Post,"Submission Excellence Is Built, Not Compiled",https://www.linkedin.com/feed/update/urn:li:activity:7432275718228783104/
25. February 2026,Rabiea Assoc. Professor,Post,Are you looking for an entry level role in regulatory affairs?,https://www.linkedin.com/feed/update/urn:li:activity:7432406299268730880/
25. February 2026,Dr. Paul R. Palmer,Post,Record Retention is more than storing documents,https://www.linkedin.com/feed/update/urn:li:activity:7432413906888830976/
25. February 2026,Hadi Danawi,Post,"Happy Wednesday-February 25, 2026. You can follow MENASA Group on Linkedin  for the latest daily Pharma/clinical trials news updates.",https://www.linkedin.com/feed/update/urn:li:activity:7432428872454926336/
25. February 2026,Steve Gompertz,Report,"In this week's Inadequate Response by QRx Partners, sometimes it seems like companies go out of their way to do things incorrectly :-(",https://www.linkedin.com/feed/update/urn:li:activity:7432436120988209153/
24. February 2026,European Data Protection Board,Joint Statement,"AI-Generated Imagery and the Protection of Privacy On 23 February 2026, 61 global privacy regulators issued a coordinated warning on risks from AI image and video generation systems.",https://www.linkedin.com/feed/update/urn:li:activity:7431943804095619072/
24. February 2026,Egyptian Drug Authority,Guidance,FAQ on Stability Studies for Veterinary Products,https://www.linkedin.com/feed/update/urn:li:activity:7431946293570187264/
24. February 2026,USA Food & Drug Administration FDA,Guidance,Considerations for the use of the Plausible Mechanism Framework to Develop Individualized Therapies that Target Specific Genetic Conditions with Known Biological Cause,https://www.linkedin.com/feed/update/urn:li:activity:7431948984216104960/
24. February 2026,Therapeutic Goods Administration,Guidance,"Therapeutic Goods Administration Procedure for Recalls, Product Alerts and Product Corrections (PRAC)",https://www.linkedin.com/feed/update/urn:li:activity:7431952232234921984/
