Date,Agency,Category,Title,Link
10. April 2026,Anvisa,Announcement,"ANVISA Library: information, research and public health within everyone's reach",https://www.linkedin.com/feed/update/urn:li:activity:7448238150629408768/
7. April 2026,European Commission,Article,EUDAMED - Release Notes v2.25.2 (2026),https://www.linkedin.com/feed/update/urn:li:activity:7447146994982154240/
10. April 2026,European Data Protection Board,Report,EDPB Annual Report 2025,https://www.linkedin.com/feed/update/urn:li:activity:7448236325973110785/
10. April 2026,European Medicines Agency,Guidance,Clinical Trial Information System (CTIS) Frequently Asked Questions (FAQs) on the Sponsors,https://www.linkedin.com/feed/update/urn:li:activity:7448240340815368192/
7. April 2026,Health Canada,Article,"Sante Canada Pre-Market Guidance for Machine Learning-Enabled Medical Devices New guidance defines lifecycle-based requirements, PCCP concept, and detailed expectations for ML system design, validation, and monitoring.",https://www.linkedin.com/feed/update/urn:li:activity:7447148359292719105/
7. April 2026,Health Canada,Article,Sante Canada Clinical Evidence Requirements for Medical Devices Class-Based Requirements,https://www.linkedin.com/feed/update/urn:li:activity:7447147605052149760/
7. April 2026,Health Canada,Article,Sante Canada Terms & Conditions (T&Cs) for Class IIIV Medical Devices Expanded authority under Medical Devices Regulations (Section 36).,https://www.linkedin.com/feed/update/urn:li:activity:7447148824139091968/
10. April 2026,Health Canada,Guidance,Sante Canada Guidance on Summary Reports and Issue-Related Analyses for Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7448242666124795904/

6. April 2026,Health Products Regulatory Authority (HPRA),Guidance,Quality System for General Sale Wholesale Distributors Defines minimum quality management system (QMS) requirements for general sale wholesale distributors.,https://www.linkedin.com/feed/update/urn:li:activity:7446797683979149312/
6. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Approval Process for Clinical Investigations GB follows UK MDR 2002; NI follows EU MDR/IVDR Mixed GB/NI studies - EU MDR pathway applies,https://www.linkedin.com/feed/update/urn:li:activity:7446800472021184512/
6. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Submitting a clinical investigation proposal for MHRA assessment,https://www.linkedin.com/feed/update/urn:li:activity:7446799819630686208/
6. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical investigations in Northern Ireland Clinical investigation requirements in Northern Ireland (EU MDR aligned),https://www.linkedin.com/feed/update/urn:li:activity:7446798719586340864/
6. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Clinical investigations in Great Britain Requirements for clinical investigations of medical devices in Great Britain,https://www.linkedin.com/feed/update/urn:li:activity:7446798229578452992/
6. April 2026,South African Health Products Regulatory Authority,Article,E2B SAE Reporting Requirement Recent Changes: Confirms E2B standard will become the only acceptable method for SAE reporting during clinical trials from 01 July 2026.,https://www.linkedin.com/feed/update/urn:li:activity:7446800916093079552/
6. April 2026,Swissmedic,Guidance,"Swissmedic FSCA (Economic Operators) Applies to manufacturers, authorised representatives, and SPPPs.",https://www.linkedin.com/feed/update/urn:li:activity:7446802251274350593/
6. April 2026,Swissmedic,Guidance,"Swissmedic Incident Reporting (Economic Operators) Applies to manufacturers, authorised representatives, importers, distributors (economic operators)",https://www.linkedin.com/feed/update/urn:li:activity:7446801620522360832/
6. April 2026,Swissmedic,Guidance,Swissmedic Incident Reporting (Users) Applies to professional users of medical devices and IVDs,https://www.linkedin.com/feed/update/urn:li:activity:7446804055139553280/
6. April 2026,Swissmedic,Guidance,Swissmedic 3D Printers & Medical Devices,https://www.linkedin.com/feed/update/urn:li:activity:7446803430192570368/
6. April 2026,Swissmedic,Guidance,"Swissmedic swissdamed Service Agreement Enables registration of companies, economic operators, and devices (UDI system)",https://www.linkedin.com/feed/update/urn:li:activity:7446805646001295360/
6. April 2026,Swissmedic,Guidance,"Swissmedic swissdamed M2M REST API Documentation Guidance for REST API for device registration, updates, and market status",https://www.linkedin.com/feed/update/urn:li:activity:7446805216814915584/
6. April 2026,Swissmedic,Guidance,Swissmedic CAPA Plan Requirements,https://www.linkedin.com/feed/update/urn:li:activity:7446803051371237376/
6. April 2026,Swissmedic,Guidance,"Swissmedic Clinical investigations of medical devices Guidance on approval, conduct, reporting, oversight of device clinical investigations",https://www.linkedin.com/feed/update/urn:li:activity:7446804545449619456/
7. April 2026,Therapeutic Goods Administration,Article,Determining if your content is advertising,https://www.linkedin.com/feed/update/urn:li:activity:7447149487229132800/




7. April 2026,ANMPS Tunisia,Guidance,"The National Agency for Medicines and Health Products (ANMPS) in Tunisia has published its Guideline on Post-Authorization Variations for Human Medicinal Products (May 2026), providing a structured reference framework for managing lifecycle changes of registered medicines.",https://www.linkedin.com/feed/update/urn:li:activity:7447250972646699008/





10. April 2026,Medicines and Healthcare products Regulatory Agency,Post,New Clinical Trials Regulations come into effect on 28 April 2026: Route B Substantial Modification Pilot,https://www.linkedin.com/feed/update/urn:li:activity:7448036608832049156/

10. April 2026,Medicines and Healthcare products Regulatory Agency,Guidance,"Medicine Supply Management (DHSC & NHS England, April 2026)",https://www.linkedin.com/feed/update/urn:li:activity:7448244430148583424/



