Date,Agency,Category,Title,Link
16. March 2026,Egyptian Drug Authority,Announcement,"To Companies of Medical Supplies, Laboratory Devices, and Diagnostic Reagents",https://www.linkedin.com/feed/update/urn:li:activity:7435571802116022274?
16. March 2026,Egyptian Drug Authority (EDA),Guidance,"Egyptian Drug Authority Announcement to the Representatives of Companies Importing Medical Supplies, Devices and Diagnostic Reagents on the Accreditation Procedures in accordance with the European Rules for Medical Supplies and Diagnostic Reagents",https://www.linkedin.com/feed/update/urn:li:activity:7437774473094828032/
16. March 2026,"European Directorate for the Quality of Medicines & HealthCare (EDQM), Council of Europe",Report,"Certification Monthly Report End of February 2026 CEP activity: 57 new Certificates of Suitability (CEPs) were granted in February 2026, compared with 37 in January 2026.",https://www.linkedin.com/feed/update/urn:li:activity:7437033990081040384/
16. March 2026,European Data Protection Board,Join Opinion,on the Proposal for a European Biotech Act Clinical Trials Data Processing: The opinion supports establishing a single legal basis under GDPR Article 6(1)(c).,https://www.linkedin.com/feed/update/urn:li:activity:7438127887830028288/
16. March 2026,European Medicines Agency,Meeting,Highlight report Combination Products Operational Group (COMBO): In vitro Diagnostics,https://www.linkedin.com/feed/update/urn:li:activity:7436654100068323328/
16. March 2026,European Medicines Agency,Overview,DARWIN EU: Making health data count 4 Years of Experience,https://www.linkedin.com/feed/update/urn:li:activity:7436655834123718656/
16. March 2026,European Medicines Agency,Opinion,Expert Panel Opinion under the MDR Clinical Evaluation Consultation Procedure (CECP) Hyaluronic Acid Intralesional Injection for Peyronies Disease,https://www.linkedin.com/feed/update/urn:li:activity:7438131504158937088/
16. March 2026,European Medicines Agency,Opinion,EU MDR Expert Panel Opinion (CECP) Lipotris Hyaluronic Acid + POPC Device for Joint Viscosupplementation,https://www.linkedin.com/feed/update/urn:li:activity:7438156301014077441/
16. March 2026,European Medicines Agency,List,List of CECP opinions issued for medical devices awaiting finalisation of conformity assessment An updated list of CECP opinions issued by Expert Panels.,https://www.linkedin.com/feed/update/urn:li:activity:7437030291795296256/
16. March 2026,European Medicines Agency,Guidance,Methodology to Identify Vulnerabilities in Supply Chains of Critical Medicines,https://www.linkedin.com/feed/update/urn:li:activity:7437377602174103552/
16. March 2026,European Medicines Agency,Guidance,EU implementation strategy of ICH E2D(R1) Guideline Post-approval safety data: Definitions and standards for management and reporting of individual case safety reports,https://www.linkedin.com/feed/update/urn:li:activity:7436658838377877504/
16. March 2026,European Union Agency for Cybersecurity (ENISA),Guidance,Technical Advisory Security of Package Managers and Software Supply Chains,https://www.linkedin.com/feed/update/urn:li:activity:7437778032687267840/
16. March 2026,Health Products Regulatory Authority (HPRA),Guidance,Transfers of Veterinary Marketing Authorisations and Applications (AUT-G0028-9),https://www.linkedin.com/feed/update/urn:li:activity:7436648154986393600/
16. March 2026,Health Products Regulatory Authority (HPRA),Guidance,Implementation of Packaging Changes to Authorised Veterinary Medicinal Products (AUT-G0062-7) The guidance establishes a risk-based framework for implementing packaging changes for veterinary medicines.,https://www.linkedin.com/feed/update/urn:li:activity:7436648941737304064/
16. March 2026,ISO - International Organization for Standardization,Standards,Update February 1. to March 1. 2026 Medtech,https://www.linkedin.com/feed/update/urn:li:activity:7437047818176884737/
16. March 2026,Medical Device Authority Malaysia,Announcement,Implementation of Medical Device Authority (PBPP) Circular no. 1 of 2026 Approval,https://www.linkedin.com/feed/update/urn:li:activity:7436651861983535104/
16. March 2026,Medical Device Authority Malaysia,Announcement,Implementation of the Innovative Medical Device Review Pathway,https://www.linkedin.com/feed/update/urn:li:activity:7437031952022581248/
16. March 2026,MedTech Europe ,Statement, Legal Basis to Drive Waste Management Step-Change in the New Circular Economy Act.,https://www.linkedin.com/feed/update/urn:li:activity:7437772412257087488/
16. March 2026,MedTech Europe,Presentation,Swedish Medical Technology Market Access for SMEs,https://www.linkedin.com/feed/update/urn:li:activity:7438123801583816704/
16. March 2026,Medicines and Healthcare products Regulatory Agency,Guidance,Medicines: clinical trials hub Draft Status Clarified: Added statement that the guidance is draft until 28 April 2026.,https://www.linkedin.com/feed/update/urn:li:activity:7437022480478887936/
16. March 2026,Medicines and Healthcare products Regulatory Agency,Guidance,UK-specific Annotations to ICH E6(R3) ICH E6(R3) will apply in the UK from 28 April 2026 alongside updated Clinical Trials Regulations.,https://www.linkedin.com/feed/update/urn:li:activity:7437026113048129536/
16. March 2026,Medicines and Healthcare products Regulatory Agency,Guidance,UK-specific Annotations to ICH E8,https://www.linkedin.com/feed/update/urn:li:activity:7437028485103050752/

